long,lat
4.534785,46.49945
5.947139,46.818585
3.182723,45.956859
5.3574,46.005788
5.553079,47.253336
2.942444,46.549647
4.116898,46.484581
4.84807,46.914655
2.231589,44.018668
2.917661,46.73482
3.751168,46.462658
5.650372,46.940063
5.573473,47.224045
3.439174,45.51952
3.536253,46.172853
3.822056,46.26714
2.561445,46.189686
3.716862,46.100196
3.743514,46.143252
3.768832,46.398489
3.926105,46.463847
3.50673,46.409876
3.56614,45.187818
2.837584,45.972727
2.975059,45.514398
-0.378526,43.476792
3.41655,45.444727
3.821179,45.602015
3.053386,45.123131
3.815333,45.216902
5.293181,45.191745
7.381111,47.800833
4.392854,46.704192
4.462076,46.083602
4.527366,47.028236
3.488654,44.623948
4.488076,45.905503
4.630959,45.921696
3.44645,45.976387
4.189628,46.285378
4.520071,45.921904
3.089102,45.324666
3.937942,46.182441
4.578628,45.469958
5.058861,46.307495
3.749737,45.065253
3.496689,45.184668
4.151508,45.727137
5.349117,46.345991
3.539493,45.862248
3.96298,45.34786
3.158605,44.989119
3.330951,45.23247
4.090371,45.674882
3.978753,45.032444
4.046776,45.3219
2.302811,44.008038
4.281981,45.191883
3.097389,47.816802
2.751278,47.348089
4.11905,45.512521
2.327095,44.343458
4.44165,45.573559
0.780522,46.586901
6.273178,45.647946
3.779174,45.431405
3.926461,45.742941
4.181676,45.542048
4.204383,45.368857
3.614864,44.653229
3.74476,45.098204
4.104769,45.315926
3.723866,44.942027
3.99766,45.592534
5.494611,46.426397
5.403093,46.346793
5.572501,46.337901
3.194318,45.159553
4.697716,46.470228
4.913535,46.428494
5.127489,46.095864
5.394537,46.192352
5.556316,46.825272
5.597683,46.804037
5.604037,45.467693
3.946414,45.594324
3.817746,45.885493
4.822465,46.122169
3.438568,46.410987
3.214662,45.069309
3.551807,45.249463
3.310878,45.689831
4.206033,46.073422
3.830001,45.173593
4.184046,45.407931
4.05289,45.524754
4.020117,45.660472
4.213123,45.99692
4.652593,47.73853
5.262715,46.133439
5.184442,46.378807
5.260819,46.428823
3.446652,45.815031
3.657558,45.429807
3.721676,45.480392
3.486831,45.39967
3.760133,45.183415
3.521973,45.029643
3.821033,45.288449
3.487987,44.857618
3.528816,45.128082
3.690333,45.188919
4.882222,46.263468
4.141894,45.811171
4.559281,45.263813
3.997415,45.703895
3.904371,46.074384
5.569657,47.306435
4.273975,46.171339
6.446873,46.280485
5.840722,45.11526
2.804387,46.140465
3.93088,45.707028
3.894502,45.891215
4.288263,46.099285
4.231552,45.836374
4.282703,45.913352
3.694026,45.116299
4.35453,45.660523
4.264853,45.646666
3.92897,45.883457
3.699182,45.871275
4.134768,45.220139
3.53065,45.068642
3.808924,45.458845
4.373117,46.115319
3.401235,45.902729
3.482431,45.670394
3.926332,45.448537
2.607876,45.466632
3.181931,45.562208
4.259816,45.446192
4.941778,46.083748
3.929366,46.862368
2.46321,44.605168
-1.089029,47.047666
5.333889,47.853333
5.893327,48.185147
3.516452,45.654889
4.316496,46.311793
5.771181,46.586439
4.63429,46.034764
5.909316,47.122881
4.938182,46.653767
4.536173,46.189315
4.861937,46.604401
3.722683,45.420625
3.628924,45.630051
2.92459,45.436289
3.08151,45.441776
3.978945,45.638653
3.623343,45.115695
3.549867,45.219777
3.449731,45.345108
3.206182,44.93844
5.310676,46.346235
-0.808131,46.420914
-1.328361,47.008857
-1.964007,46.743552
2.838929,45.65666
4.49533,45.877027
4.56661,45.304109
5.924907,47.037216
3.392999,45.463638
3.920503,45.836669
6.404651,47.342527
2.792156,45.469665
4.082516,45.405017
3.063582,46.014442
3.308391,46.037042
4.464249,45.737737
3.518606,45.606882
3.534012,45.686918
4.091298,45.988445
4.028732,45.688938
3.989338,45.568379
3.930556,45.087844
2.923375,45.5865
2.887211,46.024868
3.480929,45.826832
4.024127,45.374145
3.817408,46.209912
3.050441,45.622443
4.458837,46.033267
6.41519,47.019308
4.680014,45.504343
2.770364,45.762342
3.384891,45.958999
5.982011,46.622945
3.669534,45.001716
3.96727,45.098853
1.708201,45.008238
4.90094,46.061853
5.391808,46.746791
5.382622,46.594968
3.083453,46.816845
4.440586,46.395491
4.380421,46.317774
4.251774,46.41215
4.187502,46.767618
4.477637,46.310962
4.092173,47.076677
5.00684,47.616922
4.057484,46.407345
5.965956,47.081898
5.383432,45.539663
3.993988,45.392531
5.834247,46.568273
1.952537,44.660331
2.888095,45.019841
4.187218,45.86118
2.704405,45.462818
2.892273,45.631214
4.129334,44.855275
3.126399,45.26426
3.310096,44.993537
3.927193,44.999669
2.863975,45.708724
3.887809,45.246455
4.211735,45.103602
-1.784176,47.264932
-1.415355,47.07144
-1.843707,47.176538
5.336671,45.082997
3.821078,45.259211
3.03729,45.641666
-0.517597,46.622508
-0.136389,46.827222
-0.058462,46.368284
1.019608,46.242601
-0.191761,46.618173
-0.295986,46.290079
-0.113231,46.242849
-1.700751,46.862546
-1.462941,46.710321
5.378254,46.394114
-0.500717,45.314266
3.509567,45.710212
4.209061,46.500966
-0.126633,46.592677
4.15821,46.814401
3.860906,46.383146
2.449132,44.281137
4.867217,46.422096
4.249867,46.579799
0.411097,43.087681
2.467415,46.106067
4.888185,46.186163
5.223173,46.250755
5.162927,46.488459
4.321932,45.574691
3.563971,44.99694
2.855915,45.892653
4.586673,46.843053
3.641073,44.777334
2.883296,45.219306
5.429657,45.692435
3.406136,45.19957
3.784896,45.854393
3.629134,45.030644
4.083791,45.889107
4.241298,45.88747
3.884962,45.818489
3.993196,45.929466
3.761235,44.85489
4.216955,45.943165
2.725325,45.415089
3.600801,45.243688
4.349554,45.851969
4.109102,45.776628
3.483313,44.98166
5.714834,45.580433
3.864971,45.392422
4.773511,45.914048
4.265439,46.506779
4.286367,47.001184
4.315638,46.769157
5.938861,46.934096
5.433791,46.986597
3.469216,46.250282
5.697972,45.501423
3.46616,45.227093
4.368756,45.731623
4.413856,46.191968
3.842382,44.892148
4.017671,46.542183
4.345304,45.214854
5.183282,46.716775
4.878708,46.471281
4.601195,46.460222
4.079115,46.69373
3.651939,45.872461
4.642057,46.14706
5.878623,45.520308
5.758878,45.461289
5.347957,46.769035
3.768406,46.620797
3.336681,45.806761
4.373562,45.923874
3.316067,44.898561
3.158404,45.117333
5.017101,47.847581
3.177998,46.098402
3.742348,45.94616
3.711054,45.146507
5.330159,46.386858
4.928439,46.44219
4.818083,47.813962
4.848164,46.953736
3.088487,45.720888
4.909354,46.939191
3.825594,44.989724
5.168858,45.952408
3.818204,45.820129
2.89235,44.649497
5.021344,46.123677
5.980476,47.072468
2.304829,45.550095
2.877129,45.667328
5.77696,47.368394
4.085291,45.571042
5.224257,46.628693
4.460591,45.962596
4.143655,45.447243
5.551367,45.361466
4.687903,45.099424
2.749369,46.2791
5.166226,45.537588
5.488718,45.570976
5.582701,45.378469
4.306176,46.150925
3.866667,45.066667
5.35271,46.742481
5.184287,46.793813
5.665636,47.042306
4.324061,45.294154
4.389735,45.987189
4.106801,45.92038
3.880683,45.730967
5.428722,45.501451
2.953484,45.231219
3.724751,47.308988
5.052758,46.604617
4.270903,46.201492
4.421761,46.04618
4.600141,46.195868
3.576999,45.673244
2.835493,45.793323
2.999424,45.72263
2.776566,45.671692
3.381132,45.653886
3.678527,45.515681
2.958398,46.0333
4.133683,45.871427
4.00254,45.542634
3.290557,44.952424
3.341537,46.266624
4.846613,46.263563
0.849463,43.195916
4.749075,46.323973
4.111589,46.583484
3.800622,44.804844
3.675818,44.875328
5.656699,45.595694
5.709474,46.587341
5.434793,46.922303
3.599382,45.753645
2.713461,45.808229
4.309536,46.289486
2.357248,44.782542
5.549275,46.584285
5.571179,46.878679
5.797814,45.628429
3.012125,45.330336
3.563079,45.630007
3.376682,44.744825
4.235026,45.179583
3.924681,45.306276
3.977689,46.045275
2.807765,45.165286
2.265649,45.147424
5.786465,45.647651
5.252301,46.882231
5.390567,46.376035
4.045027,46.656468
4.903921,46.600359
2.696462,46.253656
4.030435,46.761008
3.609508,45.214451
3.019995,45.447794
4.007133,46.353574
5.063248,46.397198
4.885752,46.336012
4.079213,45.030158
4.607103,46.256092
3.356831,45.749223
5.529441,46.572146
3.42657,45.72491
5.457709,46.122338
5.203285,46.93349
4.985281,46.695153
3.606092,45.399285
4.81602,46.184649
3.653925,44.856534
4.03875,46.275806
-1.407852,46.667604
4.165646,46.403522
3.843534,45.9234
2.565666,45.862255
4.391261,46.198497
0.132919,42.974484
4.080067,46.045055
2.681102,44.876017
4.580718,46.006545
3.753051,45.264558
4.829066,45.95977
3.813028,45.958777
4.960854,46.202144
3.744276,45.805544
5.279857,46.168399
3.98164,45.910108
3.906478,45.774131
3.877096,44.915733
4.507745,46.053127
3.088072,46.858145
4.603235,46.306109
4.51121,46.097673
3.125609,45.547193
3.175682,46.344496
3.442633,45.750973
4.835385,46.339794
5.161336,46.831451
5.57939,45.520641
3.398508,45.354011
3.362283,45.083006
3.298488,46.107379
3.378176,45.195363
3.948009,45.232971
3.888345,45.304044
3.240642,45.3529
3.47796,45.08224
3.282896,45.277195
4.780816,46.852133
3.050066,45.555775
3.674566,45.353181
4.226648,45.451743
3.278316,47.311541
3.683234,47.311445
4.147664,46.68279
3.303638,45.187604
3.787565,44.88626
3.646733,45.257608
3.330971,45.311937
3.479679,45.316971
3.481595,45.209709
3.504019,45.355014
3.454727,45.262165
3.316551,45.150451
3.514209,45.218146
2.793022,44.935121
4.119698,45.671742
3.242989,45.183122
3.872275,45.467828
3.213135,45.401654
4.201093,46.240546
4.381074,46.498556
4.390917,46.786013
4.962208,46.94553
4.974507,46.246398
5.006899,46.437958
5.282871,46.319404
4.471404,46.266377
3.99025,46.834609
3.993105,46.249798
4.310914,46.946456
4.755678,46.810407
6.200966,45.953058
4.280283,46.446885
6.350497,47.23563
4.382564,46.290944
5.586023,46.585358
5.945928,46.913331
5.005674,46.403188
3.710143,46.917955
4.643582,47.879713
5.693741,45.571085
5.773237,47.45562
4.461104,46.142413
2.984362,45.666679
4.514464,45.608033
3.285225,45.649158
3.262488,45.693089
2.939839,46.00177
4.205964,45.330609
3.253821,45.610084
4.350695,46.162186
3.41198,45.600202
5.599113,47.694336
3.272448,45.052825
3.581356,44.900065
4.351282,45.468757
3.176679,45.317976
4.34434,45.793468
3.19972,45.244988
4.201687,46.146803
5.129584,45.359191
3.583251,46.860126
5.775999,47.339267
5.676064,45.56499
5.337432,46.664378
4.641421,46.838159
4.228321,46.463158
4.815643,46.619819
4.532663,46.331186
4.79548,46.721095
4.411658,46.617119
5.056145,46.199625
3.336618,46.229897
3.208363,45.589581
3.004906,46.125917
5.192793,46.338421
5.59446,46.698189
4.925952,46.698823
5.38056,46.863256
4.527724,46.164384
5.37719,47.116556
6.647008,47.547847
3.138076,45.019248
4.038847,45.76863
4.135213,45.933113
-0.738056,46.37222
2.75916,45.842222
2.490833,44.963889
3.800833,45.075556
6.469949,44.995653
5.435603,45.545118
4.373902,45.629165
5.167752,46.183926
4.228874,45.246818
5.681956,45.492866
4.696949,46.258634
4.395415,46.410099
3.326829,46.869229
4.108658,45.85293
5.622638,46.506103
5.478941,46.434464
5.141389,46.149378
5.084874,46.153766
5.493195,46.336535
5.425483,46.527507
5.293125,46.424496
5.128052,46.711132
5.052711,46.576412
4.150501,46.300377
5.241413,46.690226
5.258386,46.59714
5.012629,46.590734
4.237435,45.136982
4.324542,45.425872
4.95051,46.41452
4.315738,45.603748
5.145095,46.210959
5.368112,46.219894
2.159275,45.29742
5.704018,45.479669
4.548945,45.796319
3.689382,47.256152
3.643423,47.287282
5.369814,46.482943
4.032629,46.307595
6.222335,46.042273
4.013677,46.19977
5.378859,45.446948
3.57518,46.052347
4.396533,45.293169
4.702555,45.455747
5.59569,46.857042
5.308504,45.422821
-0.272443,43.56021
2.220503,42.931199
4.131063,46.619406
5.348764,46.419794
5.116026,48.211226
-1.456328,47.40533
3.97744,45.527577
4.331072,45.541769
5.791715,45.672895
3.611424,45.784659
5.332034,46.71945
5.093447,46.894474
4.642178,45.870119
4.537904,46.429159
4.854027,46.093348
4.168447,45.900274
4.794992,45.855192
5.166845,46.76123
3.046344,45.511725
3.663098,45.394999
5.569061,46.92581
5.456063,46.945495
2.907207,45.49671
3.55718,45.719125
5.670156,46.746588
3.435758,45.781581
4.045679,46.355739
3.757339,45.377557
3.185189,45.523552
3.935696,45.500813
2.292855,44.403669
4.127564,45.412695
5.422639,46.233871
4.671559,46.81324
3.46389,45.6002
3.5496,45.160147
3.905452,45.193251
4.883573,46.385283
3.43006,45.288465
2.683679,45.759275
5.032175,46.921138
5.66646,45.626202
2.452269,46.003106
3.79548,48.019584
5.174042,46.541391
5.060463,46.671012
4.932621,46.764226
5.355153,46.326452
4.935733,46.013908
4.077282,45.712306
5.175383,46.452911
5.887348,47.073297
5.339583,46.904204
5.112343,46.325203
4.888315,46.498292
5.483778,46.526413
5.69063,46.889538
2.085304,45.532589
4.413116,45.005325
3.696351,44.979995
3.90194,44.673419
2.552493,45.560349
5.778727,45.122911
5.040184154,46.36750566
3.403395,45.250649
2.709695,44.277873
3.646461,45.217767
3.509934,46.755755
3.584553,45.156905
3.69179,45.616771
5.623413,48.326093
5.785919,45.451835
4.328402,45.823583
2.49419,45.908281
3.485982,45.764987
-0.364753,46.684592
4.423711,46.280056
3.09372,44.520236
3.246023,46.554839
3.965299,45.802432
4.617713,45.656922
5.441776,44.897582
3.985012,45.957242
4.074997,44.823461
6.802607,48.094793
4.565795,46.273846
3.792595,45.774898
5.423746,46.322077
5.221709,46.43352
5.371868,46.697707
4.420433,45.661866
4.013747,45.167654
5.324678,46.593423
3.20965,45.286109
3.903033,45.119943
3.472465,45.158917
5.589887,45.599993
3.265717,46.976699
4.020535,45.830806
3.765703,45.458502
4.281074,45.70755
3.387953,45.421782
6.351457,47.580721
2.895414,45.978595
3.099044,46.024876
3.697309,45.536301
3.473049,45.719619
4.634214,45.514707
4.092592,46.919199
3.923626,46.540669
4.544791,46.583651
3.438434,45.859801
4.801391,46.441211
5.63405,46.915866
5.528117,46.356387
4.727086,45.315727
3.079086,44.750092
4.877591,46.282983
5.20605,44.924071
3.977838,46.629306
4.787628,46.241042
1.671439,44.905776
3.512198,46.263557
4.304317,46.395654
2.32398,44.991082
3.476534,46.048279
3.913333,45.304722
5.290765,46.480255
3.357344,46.068082
4.377636,46.20265
4.511677,45.541911
4.238591,46.196299
3.323597,45.535587
5.394136,46.748123
5.24689,46.461056
3.692593,45.318587
3.388406,45.134301
4.433042,46.141568
5.278935,46.519525
3.5417,45.1572
2.779822,44.792223
3.541015,45.826167
4.206993,46.221697
4.682243,46.441968
4.533014,46.321398
4.359404,45.740262
5.0658,46.268
5.304869,46.353251
5.003553,46.151701
5.116748,46.36463
5.124371,46.490992
5.210272,46.50488
5.048278,46.573334
5.213692,46.563709
4.454801,46.288103
3.71619,46.060232
3.782012,47.995033
3.918269,46.262163
3.863432,45.809109
3.632954,46.051003
3.701316,46.097495
4.842179,46.443904
4.81724,46.759903
3.370572,45.335134
4.227681,46.230711
3.490938,45.291952
3.475195,45.562996
3.493602,45.52568
3.719219,45.512277
3.010439,45.67925
3.75773,45.598204
3.753102,45.168223
3.637665,46.153615
4.522792,45.834473
3.5289,45.1217
3.5694,45.0269
4.981558,48.845516
3.630208,46.116378
4.610392,46.296907
3.894097,45.724284
3.985674,46.038452
4.8178,46.1789
4.080833,45.451944
